instrument1,instrument2,period,frequency,correlation,repeat
PETR3,VALE3,1Year,1S,spearman,4
PETR3,VALE3,1Year,1S,spearman,5
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,2
PETR3,VALE3,1Year,30S,pearson,3
PETR3,VALE3,1Year,30S,pearson,4
PETR3,VALE3,1Year,30S,pearson,5
PETR3,VALE3,1Year,30S,kendall,1
PETR3,VALE3,1Year,30S,kendall,2
PETR3,VALE3,1Year,30S,kendall,3
PETR3,VALE3,1Year,30S,kendall,4
PETR3,VALE3,1Year,30S,kendall,5
PETR3,VALE3,1Year,30S,spearman,1
PETR3,VALE3,1Year,30S,spearman,2
PETR3,VALE3,1Year,30S,spearman,3
PETR3,VALE3,1Year,30S,spearman,4
PETR3,VALE3,1Year,30S,spearman,5
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,2
PETR3,VALE3,1Year,1T,pearson,3
PETR3,VALE3,1Year,1T,pearson,4
PETR3,VALE3,1Year,1T,pearson,5
PETR3,VALE3,1Year,1T,kendall,1
PETR3,VALE3,1Year,1T,kendall,2
PETR3,VALE3,1Year,1T,kendall,3
PETR3,VALE3,1Year,1T,kendall,4
PETR3,VALE3,1Year,1T,kendall,5
PETR3,VALE3,1Year,1T,spearman,1
PETR3,VALE3,1Year,1T,spearman,2
PETR3,VALE3,1Year,1T,spearman,3
PETR3,VALE3,1Year,1T,spearman,4
PETR3,VALE3,1Year,1T,spearman,5
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,2
PETR3,VALE3,1Year,5T,pearson,3
PETR3,VALE3,1Year,5T,pearson,4
PETR3,VALE3,1Year,5T,pearson,5
PETR3,VALE3,1Year,5T,kendall,1
PETR3,VALE3,1Year,5T,kendall,2
PETR3,VALE3,1Year,5T,kendall,3
PETR3,VALE3,1Year,5T,kendall,4
PETR3,VALE3,1Year,5T,kendall,5
PETR3,VALE3,1Year,5T,spearman,1
PETR3,VALE3,1Year,5T,spearman,2
PETR3,VALE3,1Year,5T,spearman,3
PETR3,VALE3,1Year,5T,spearman,4
PETR3,VALE3,1Year,5T,spearman,5
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,2
PETR3,VALE3,1Year,30T,pearson,3
PETR3,VALE3,1Year,30T,pearson,4
PETR3,VALE3,1Year,30T,pearson,5
PETR3,VALE3,1Year,30T,kendall,1
PETR3,VALE3,1Year,30T,kendall,2
PETR3,VALE3,1Year,30T,kendall,3
PETR3,VALE3,1Year,30T,kendall,4
PETR3,VALE3,1Year,30T,kendall,5
PETR3,VALE3,1Year,30T,spearman,1
PETR3,VALE3,1Year,30T,spearman,2
PETR3,VALE3,1Year,30T,spearman,3
PETR3,VALE3,1Year,30T,spearman,4
PETR3,VALE3,1Year,30T,spearman,5
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,2
PETR3,VALE3,1Year,1H,pearson,3
PETR3,VALE3,1Year,1H,pearson,4
PETR3,VALE3,1Year,1H,pearson,5
PETR3,VALE3,1Year,1H,kendall,1
PETR3,VALE3,1Year,1H,kendall,2
PETR3,VALE3,1Year,1H,kendall,3
PETR3,VALE3,1Year,1H,kendall,4
PETR3,VALE3,1Year,1H,kendall,5
PETR3,VALE3,1Year,1H,spearman,1
PETR3,VALE3,1Year,1H,spearman,2
PETR3,VALE3,1Year,1H,spearman,3
PETR3,VALE3,1Year,1H,spearman,4
PETR3,VALE3,1Year,1H,spearman,5
PETR3,VALE3,1Year,1D,pearson,1
PETR3,VALE3,1Year,1D,pearson,2
PETR3,VALE3,1Year,1D,pearson,3
PETR3,VALE3,1Year,1D,pearson,4
PETR3,VALE3,1Year,1D,pearson,5
PETR3,VALE3,1Year,1D,kendall,1
PETR3,VALE3,1Year,1D,kendall,2
PETR3,VALE3,1Year,1D,kendall,3
PETR3,VALE3,1Year,1D,kendall,4
PETR3,VALE3,1Year,1D,kendall,5
PETR3,VALE3,1Year,1D,spearman,1
PETR3,VALE3,1Year,1D,spearman,2
PETR3,VALE3,1Year,1D,spearman,3
PETR3,VALE3,1Year,1D,spearman,4
PETR3,VALE3,1Year,1D,spearman,5
