instrument1,instrument2,period,frequency,correlation,repeat
PETR3,VALE3,1Year,50ms,pearson,1
PETR3,VALE3,1Year,50ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,100ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,200ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,500ms,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,1S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,5S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,10S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,30S,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,1T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,5T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,15T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,30T,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
PETR3,VALE3,1Year,1H,pearson,1
